course1,course2,risk,rr
clarithromycin6,trimethoprim11,0.71 (0.42-0.94),0.94 (0.31-1.73)
clarithromycin6,amoxiclav12,0.71 (0.42-0.94),0.41 (0.22-0.62)
clarithromycin6,cefuroxime11,0.71 (0.42-0.94),0.37 (0.19-0.62)
clarithromycin6,cefprozil9,0.71 (0.42-0.94),0.61 (0.29-1.12)
clarithromycin6,clindamycin5,0.71 (0.42-0.94),0.37 (0.19-0.59)
clarithromycin6,cefuroxime10,0.71 (0.42-0.94),0.40 (0.21-0.65)
clarithromycin6,amoxicillin13,0.71 (0.42-0.94),0.70 (0.40-1.04)
clarithromycin6,moxifloxacin14,0.71 (0.42-0.94),0.21 (0.12-0.30)
clarithromycin6,amoxiclav14,0.71 (0.42-0.94),0.38 (0.21-0.58)
clarithromycin6,clarithromycin6,0.71 (0.42-0.94),1.00 (1.00-1.00)
clarithromycin6,trimethoprim12,0.71 (0.42-0.94),0.94 (0.30-1.74)
clarithromycin6,clindamycin7,0.71 (0.42-0.94),0.31 (0.15-0.51)
clarithromycin6,cefuroxime12,0.71 (0.42-0.94),0.35 (0.18-0.58)
clarithromycin6,cefprozil10,0.71 (0.42-0.94),0.59 (0.28-1.10)
clarithromycin6,clindamycin6,0.71 (0.42-0.94),0.37 (0.19-0.59)
clarithromycin6,azithromycin6,0.71 (0.42-0.94),0.65 (0.36-0.97)
clarithromycin6,amoxicillin14,0.71 (0.42-0.94),0.69 (0.39-1.02)
clarithromycin6,nitrofurantoin5,0.71 (0.42-0.94),1.26 (0.75-1.84)
clarithromycin6,azithromycin5,0.71 (0.42-0.94),0.65 (0.36-0.98)
clarithromycin6,clarithromycin7,0.71 (0.42-0.94),0.95 (0.89-1.03)
clarithromycin6,trimethoprim13,0.71 (0.42-0.94),0.94 (0.30-1.75)
clarithromycin6,clindamycin8,0.71 (0.42-0.94),0.29 (0.14-0.48)
clarithromycin6,cefuroxime13,0.71 (0.42-0.94),0.32 (0.16-0.55)
clarithromycin6,cefprozil11,0.71 (0.42-0.94),0.57 (0.26-1.08)
clarithromycin6,nitrofurantoin7,0.71 (0.42-0.94),1.25 (0.74-1.85)
clarithromycin6,azithromycin7,0.71 (0.42-0.94),0.58 (0.32-0.90)
clarithromycin6,cloxacillin12,0.71 (0.42-0.94),0.54 (0.28-0.97)
clarithromycin6,nitrofurantoin6,0.71 (0.42-0.94),1.25 (0.75-1.84)
clarithromycin6,clindamycin10,0.71 (0.42-0.94),0.25 (0.12-0.43)
clarithromycin6,clarithromycin8,0.71 (0.42-0.94),0.92 (0.84-1.03)
clarithromycin6,trimethoprim14,0.71 (0.42-0.94),0.94 (0.30-1.76)
clarithromycin6,clindamycin9,0.71 (0.42-0.94),0.27 (0.13-0.45)
clarithromycin6,cefuroxime14,0.71 (0.42-0.94),0.30 (0.15-0.53)
clarithromycin6,cefprozil12,0.71 (0.42-0.94),0.56 (0.25-1.07)
clarithromycin6,nitrofurantoin8,0.71 (0.42-0.94),1.25 (0.73-1.86)
clarithromycin6,azithromycin8,0.71 (0.42-0.94),0.56 (0.30-0.87)
clarithromycin6,cloxacillin13,0.71 (0.42-0.94),0.52 (0.27-0.95)
clarithromycin6,cephalexin11,0.71 (0.42-0.94),0.56 (0.32-0.79)
clarithromycin6,clindamycin11,0.71 (0.42-0.94),0.24 (0.11-0.42)
clarithromycin6,cephalexin6,0.71 (0.42-0.94),0.75 (0.44-1.04)
clarithromycin6,cephalexin10,0.71 (0.42-0.94),0.58 (0.33-0.82)
clarithromycin6,cephalexin14,0.71 (0.42-0.94),0.50 (0.28-0.70)
clarithromycin6,cephalexin5,0.71 (0.42-0.94),0.76 (0.44-1.05)
clarithromycin6,cephalexin9,0.71 (0.42-0.94),0.61 (0.35-0.86)
clarithromycin6,nitrofurantoin9,0.71 (0.42-0.94),1.24 (0.72-1.87)
clarithromycin6,clindamycin13,0.71 (0.42-0.94),0.22 (0.10-0.38)
clarithromycin6,cephalexin8,0.71 (0.42-0.94),0.64 (0.37-0.90)
clarithromycin6,cephalexin12,0.71 (0.42-0.94),0.54 (0.31-0.76)
clarithromycin6,clindamycin12,0.71 (0.42-0.94),0.23 (0.11-0.40)
clarithromycin6,cephalexin7,0.71 (0.42-0.94),0.68 (0.39-0.95)
clarithromycin6,cloxacillin10,0.71 (0.42-0.94),0.58 (0.31-1.00)
clarithromycin6,ciprofloxacin5,0.71 (0.42-0.94),0.73 (0.43-1.00)
clarithromycin6,cloxacillin5,0.71 (0.42-0.94),0.73 (0.41-1.14)
clarithromycin6,cloxacillin9,0.71 (0.42-0.94),0.60 (0.33-1.03)
clarithromycin6,cloxacillin6,0.71 (0.42-0.94),0.72 (0.41-1.13)
clarithromycin6,clindamycin14,0.71 (0.42-0.94),0.21 (0.10-0.37)
clarithromycin6,cloxacillin8,0.71 (0.42-0.94),0.63 (0.34-1.05)
clarithromycin6,cephalexin13,0.71 (0.42-0.94),0.52 (0.29-0.73)
clarithromycin6,cloxacillin7,0.71 (0.42-0.94),0.66 (0.36-1.09)
clarithromycin6,cloxacillin11,0.71 (0.42-0.94),0.56 (0.30-0.98)
clarithromycin6,ciprofloxacin6,0.71 (0.42-0.94),0.72 (0.43-1.00)
clarithromycin7,cloxacillin14,0.74 (0.41-1.05),0.53 (0.26-1.01)
clarithromycin7,cotrimoxazole7,0.74 (0.41-1.05),0.88 (0.48-1.32)
clarithromycin7,nitrofurantoin10,0.74 (0.41-1.05),1.30 (0.71-2.06)
clarithromycin7,cotrimoxazole5,0.74 (0.41-1.05),0.93 (0.50-1.39)
clarithromycin7,cotrimoxazole9,0.74 (0.41-1.05),0.84 (0.45-1.27)
clarithromycin7,cotrimoxazole13,0.74 (0.41-1.05),0.79 (0.42-1.21)
clarithromycin7,nitrofurantoin13,0.74 (0.41-1.05),1.29 (0.69-2.04)
clarithromycin7,cotrimoxazole8,0.74 (0.41-1.05),0.86 (0.46-1.29)
clarithromycin7,cotrimoxazole12,0.74 (0.41-1.05),0.80 (0.43-1.22)
clarithromycin7,nitrofurantoin12,0.74 (0.41-1.05),1.29 (0.69-2.04)
clarithromycin7,norfloxacin6,0.74 (0.41-1.05),1.23 (0.71-2.02)
clarithromycin7,cotrimoxazole11,0.74 (0.41-1.05),0.81 (0.44-1.24)
clarithromycin7,nitrofurantoin11,0.74 (0.41-1.05),1.30 (0.70-2.05)
clarithromycin7,cotrimoxazole6,0.74 (0.41-1.05),0.93 (0.51-1.38)
clarithromycin7,cotrimoxazole10,0.74 (0.41-1.05),0.83 (0.44-1.26)
clarithromycin7,cotrimoxazole14,0.74 (0.41-1.05),0.78 (0.42-1.20)
clarithromycin7,nitrofurantoin14,0.74 (0.41-1.05),1.28 (0.69-2.05)
clarithromycin7,norfloxacin8,0.74 (0.41-1.05),1.20 (0.68-2.10)
clarithromycin7,cloxacillin12,0.74 (0.41-1.05),0.57 (0.28-1.04)
clarithromycin7,ciprofloxacin7,0.74 (0.41-1.05),0.69 (0.38-1.01)
clarithromycin7,norfloxacin7,0.74 (0.41-1.05),1.21 (0.68-2.09)
clarithromycin7,norfloxacin11,0.74 (0.41-1.05),1.18 (0.66-2.15)
clarithromycin7,levofloxacin6,0.74 (0.41-1.05),0.92 (0.50-1.42)
clarithromycin7,cefixime11,0.74 (0.41-1.05),0.22 (0.09-0.43)
clarithromycin7,norfloxacin10,0.74 (0.41-1.05),1.19 (0.66-2.14)
clarithromycin7,levofloxacin5,0.74 (0.41-1.05),0.94 (0.51-1.45)
clarithromycin7,norfloxacin5,0.74 (0.41-1.05),1.23 (0.71-2.03)
clarithromycin7,norfloxacin9,0.74 (0.41-1.05),1.20 (0.67-2.12)
clarithromycin7,cloxacillin13,0.74 (0.41-1.05),0.55 (0.27-1.02)
clarithromycin7,ciprofloxacin8,0.74 (0.41-1.05),0.67 (0.36-0.97)
clarithromycin7,tetracycline14,0.74 (0.41-1.05),1.44 (0.98-2.39)
clarithromycin7,norfloxacin12,0.74 (0.41-1.05),1.18 (0.65-2.15)
clarithromycin7,levofloxacin7,0.74 (0.41-1.05),0.85 (0.45-1.34)
clarithromycin7,cefixime12,0.74 (0.41-1.05),0.20 (0.08-0.40)
clarithromycin7,moxifloxacin8,0.74 (0.41-1.05),0.35 (0.20-0.51)
clarithromycin7,azithromycin10,0.74 (0.41-1.05),0.54 (0.27-0.90)
clarithromycin7,ciprofloxacin10,0.74 (0.41-1.05),0.62 (0.33-0.91)
clarithromycin7,trimethoprim6,0.74 (0.41-1.05),1.05 (0.42-1.81)
clarithromycin7,azithromycin9,0.74 (0.41-1.05),0.56 (0.28-0.93)
clarithromycin7,ciprofloxacin9,0.74 (0.41-1.05),0.64 (0.35-0.94)
clarithromycin7,trimethoprim5,0.74 (0.41-1.05),1.05 (0.41-1.80)
clarithromycin7,norfloxacin13,0.74 (0.41-1.05),1.17 (0.65-2.16)
clarithromycin7,levofloxacin8,0.74 (0.41-1.05),0.81 (0.43-1.30)
clarithromycin7,cefixime13,0.74 (0.41-1.05),0.19 (0.07-0.38)
clarithromycin7,moxifloxacin9,0.74 (0.41-1.05),0.32 (0.18-0.47)
clarithromycin7,azithromycin11,0.74 (0.41-1.05),0.53 (0.26-0.88)
clarithromycin7,ciprofloxacin11,0.74 (0.41-1.05),0.60 (0.32-0.88)
clarithromycin7,trimethoprim7,0.74 (0.41-1.05),1.02 (0.36-1.84)
clarithromycin7,tetracycline5,0.74 (0.41-1.05),1.39 (0.91-2.15)
clarithromycin7,levofloxacin10,0.74 (0.41-1.05),0.75 (0.40-1.22)
clarithromycin7,cefprozil5,0.74 (0.41-1.05),0.77 (0.36-1.35)
clarithromycin7,norfloxacin14,0.74 (0.41-1.05),1.16 (0.64-2.18)
clarithromycin7,levofloxacin9,0.74 (0.41-1.05),0.78 (0.41-1.26)
clarithromycin7,cefixime14,0.74 (0.41-1.05),0.18 (0.07-0.37)
clarithromycin7,moxifloxacin10,0.74 (0.41-1.05),0.29 (0.17-0.43)
clarithromycin7,azithromycin12,0.74 (0.41-1.05),0.51 (0.25-0.86)
clarithromycin7,ciprofloxacin12,0.74 (0.41-1.05),0.58 (0.31-0.86)
clarithromycin7,trimethoprim8,0.74 (0.41-1.05),1.01 (0.35-1.86)
clarithromycin7,tetracycline6,0.74 (0.41-1.05),1.39 (0.91-2.15)
clarithromycin7,levofloxacin11,0.74 (0.41-1.05),0.72 (0.38-1.18)
clarithromycin7,cefprozil6,0.74 (0.41-1.05),0.76 (0.35-1.35)
clarithromycin7,moxifloxacin12,0.74 (0.41-1.05),0.25 (0.14-0.38)
clarithromycin7,azithromycin14,0.74 (0.41-1.05),0.48 (0.24-0.82)
clarithromycin7,ciprofloxacin14,0.74 (0.41-1.05),0.55 (0.29-0.81)
clarithromycin7,moxifloxacin11,0.74 (0.41-1.05),0.27 (0.15-0.40)
clarithromycin7,azithromycin13,0.74 (0.41-1.05),0.50 (0.25-0.84)
clarithromycin7,ciprofloxacin13,0.74 (0.41-1.05),0.56 (0.30-0.83)
clarithromycin7,trimethoprim9,0.74 (0.41-1.05),1.00 (0.34-1.88)
clarithromycin7,tetracycline7,0.74 (0.41-1.05),1.41 (0.93-2.22)
clarithromycin7,levofloxacin12,0.74 (0.41-1.05),0.69 (0.36-1.15)
clarithromycin7,cefprozil7,0.74 (0.41-1.05),0.70 (0.31-1.28)
clarithromycin7,moxifloxacin13,0.74 (0.41-1.05),0.23 (0.13-0.35)
clarithromycin7,cefixime5,0.74 (0.41-1.05),0.39 (0.17-0.68)
clarithromycin7,clarithromycin5,0.74 (0.41-1.05),1.07 (0.98-1.15)
clarithromycin7,trimethoprim11,0.74 (0.41-1.05),0.99 (0.32-1.92)
clarithromycin7,tetracycline9,0.74 (0.41-1.05),1.42 (0.95-2.28)
clarithromycin7,levofloxacin14,0.74 (0.41-1.05),0.64 (0.33-1.09)
clarithromycin7,trimethoprim10,0.74 (0.41-1.05),1.00 (0.33-1.90)
clarithromycin7,tetracycline8,0.74 (0.41-1.05),1.41 (0.94-2.25)
clarithromycin7,levofloxacin13,0.74 (0.41-1.05),0.67 (0.34-1.11)
clarithromycin7,cefprozil8,0.74 (0.41-1.05),0.67 (0.30-1.26)
clarithromycin7,moxifloxacin14,0.74 (0.41-1.05),0.22 (0.12-0.33)
clarithromycin7,cefixime6,0.74 (0.41-1.05),0.38 (0.17-0.67)
clarithromycin7,clarithromycin6,0.74 (0.41-1.05),1.05 (0.97-1.12)
clarithromycin7,trimethoprim12,0.74 (0.41-1.05),0.99 (0.31-1.93)
clarithromycin7,tetracycline10,0.74 (0.41-1.05),1.42 (0.96-2.30)
clarithromycin7,moxifloxacin5,0.74 (0.41-1.05),0.49 (0.27-0.71)
clarithromycin7,cefprozil10,0.74 (0.41-1.05),0.62 (0.27-1.20)
clarithromycin7,nitrofurantoin6,0.74 (0.41-1.05),1.32 (0.73-2.03)
clarithromycin7,cefixime8,0.74 (0.41-1.05),0.28 (0.11-0.53)
clarithromycin7,cefprozil9,0.74 (0.41-1.05),0.64 (0.28-1.24)
clarithromycin7,nitrofurantoin5,0.74 (0.41-1.05),1.32 (0.73-2.04)
clarithromycin7,cefixime7,0.74 (0.41-1.05),0.31 (0.13-0.58)
clarithromycin7,clarithromycin7,0.74 (0.41-1.05),1.00 (1.00-1.00)
clarithromycin7,trimethoprim13,0.74 (0.41-1.05),0.99 (0.31-1.94)
clarithromycin7,tetracycline11,0.74 (0.41-1.05),1.43 (0.96-2.32)
clarithromycin7,moxifloxacin6,0.74 (0.41-1.05),0.47 (0.27-0.68)
clarithromycin7,cefprozil11,0.74 (0.41-1.05),0.60 (0.26-1.17)
clarithromycin7,nitrofurantoin7,0.74 (0.41-1.05),1.32 (0.72-2.06)
clarithromycin7,cefixime9,0.74 (0.41-1.05),0.26 (0.10-0.49)
clarithromycin7,azithromycin7,0.74 (0.41-1.05),0.61 (0.31-0.98)
clarithromycin7,amoxiclav5,0.74 (0.41-1.05),0.62 (0.32-0.95)
clarithromycin7,tetracycline13,0.74 (0.41-1.05),1.44 (0.97-2.37)
clarithromycin7,clarithromycin8,0.74 (0.41-1.05),0.97 (0.94-1.00)
clarithromycin7,trimethoprim14,0.74 (0.41-1.05),0.99 (0.30-1.96)
clarithromycin7,tetracycline12,0.74 (0.41-1.05),1.44 (0.97-2.35)
clarithromycin7,moxifloxacin7,0.74 (0.41-1.05),0.39 (0.22-0.56)
clarithromycin7,cefprozil12,0.74 (0.41-1.05),0.59 (0.25-1.16)
clarithromycin7,nitrofurantoin8,0.74 (0.41-1.05),1.31 (0.72-2.06)
clarithromycin7,cefixime10,0.74 (0.41-1.05),0.23 (0.09-0.46)
clarithromycin7,azithromycin8,0.74 (0.41-1.05),0.59 (0.30-0.96)
clarithromycin7,amoxiclav6,0.74 (0.41-1.05),0.61 (0.32-0.94)
clarithromycin7,none,0.74 (0.41-1.05),1.32 (0.72-1.89)
clarithromycin7,clarithromycin9,0.74 (0.41-1.05),0.94 (0.88-1.01)
clarithromycin7,cefprozil14,0.74 (0.41-1.05),0.55 (0.23-1.12)
clarithromycin7,amoxiclav9,0.74 (0.41-1.05),0.49 (0.25-0.76)
clarithromycin7,cephalexin5,0.74 (0.41-1.05),0.80 (0.44-1.17)
clarithromycin7,cefprozil13,0.74 (0.41-1.05),0.57 (0.24-1.13)
clarithromycin7,nitrofurantoin9,0.74 (0.41-1.05),1.31 (0.72-2.06)
clarithromycin7,amoxicillin6,0.74 (0.41-1.05),0.91 (0.50-1.36)
clarithromycin7,clarithromycin11,0.74 (0.41-1.05),0.89 (0.79-1.01)
clarithromycin7,amoxiclav7,0.74 (0.41-1.05),0.54 (0.28-0.84)
clarithromycin7,amoxicillin5,0.74 (0.41-1.05),0.92 (0.50-1.37)
clarithromycin7,clarithromycin10,0.74 (0.41-1.05),0.91 (0.83-1.01)
clarithromycin7,cefuroxime5,0.74 (0.41-1.05),0.65 (0.35-1.02)
clarithromycin7,amoxiclav10,0.74 (0.41-1.05),0.46 (0.24-0.73)
clarithromycin7,cephalexin6,0.74 (0.41-1.05),0.79 (0.43-1.16)
clarithromycin7,clarithromycin13,0.74 (0.41-1.05),0.84 (0.71-1.00)
clarithromycin7,cefuroxime8,0.74 (0.41-1.05),0.49 (0.25-0.81)
clarithromycin7,amoxicillin7,0.74 (0.41-1.05),0.86 (0.46-1.29)
clarithromycin7,clarithromycin12,0.74 (0.41-1.05),0.87 (0.74-1.00)
clarithromycin7,amoxiclav8,0.74 (0.41-1.05),0.51 (0.26-0.80)
clarithromycin7,amoxiclav12,0.74 (0.41-1.05),0.43 (0.22-0.68)
clarithromycin7,cephalexin8,0.74 (0.41-1.05),0.68 (0.37-0.99)
clarithromycin7,cefuroxime6,0.74 (0.41-1.05),0.63 (0.33-0.99)
clarithromycin7,amoxiclav11,0.74 (0.41-1.05),0.44 (0.23-0.70)
clarithromycin7,cephalexin7,0.74 (0.41-1.05),0.71 (0.39-1.05)
clarithromycin7,clarithromycin14,0.74 (0.41-1.05),0.82 (0.67-1.00)
clarithromycin7,cefuroxime9,0.74 (0.41-1.05),0.45 (0.22-0.76)
clarithromycin7,amoxicillin8,0.74 (0.41-1.05),0.83 (0.45-1.26)
clarithromycin7,cephalexin10,0.74 (0.41-1.05),0.62 (0.33-0.91)
clarithromycin7,clindamycin7,0.74 (0.41-1.05),0.33 (0.15-0.55)
clarithromycin7,amoxiclav13,0.74 (0.41-1.05),0.41 (0.21-0.65)
clarithromycin7,cephalexin9,0.74 (0.41-1.05),0.64 (0.35-0.95)
clarithromycin7,cefuroxime7,0.74 (0.41-1.05),0.54 (0.27-0.87)
clarithromycin7,cefuroxime11,0.74 (0.41-1.05),0.39 (0.19-0.66)
clarithromycin7,amoxicillin10,0.74 (0.41-1.05),0.79 (0.42-1.20)
clarithromycin7,clindamycin5,0.74 (0.41-1.05),0.39 (0.19-0.64)
clarithromycin7,cefuroxime10,0.74 (0.41-1.05),0.42 (0.20-0.70)
clarithromycin7,amoxicillin9,0.74 (0.41-1.05),0.81 (0.43-1.24)
clarithromycin7,cephalexin11,0.74 (0.41-1.05),0.59 (0.32-0.87)
clarithromycin7,clindamycin8,0.74 (0.41-1.05),0.30 (0.14-0.52)
clarithromycin7,amoxiclav14,0.74 (0.41-1.05),0.40 (0.20-0.63)
clarithromycin7,amoxicillin12,0.74 (0.41-1.05),0.76 (0.40-1.17)
clarithromycin7,cephalexin14,0.74 (0.41-1.05),0.52 (0.28-0.77)
clarithromycin7,cefuroxime12,0.74 (0.41-1.05),0.36 (0.17-0.63)
clarithromycin7,amoxicillin11,0.74 (0.41-1.05),0.77 (0.41-1.19)
clarithromycin7,clindamycin6,0.74 (0.41-1.05),0.39 (0.19-0.64)
clarithromycin7,clindamycin10,0.74 (0.41-1.05),0.27 (0.12-0.47)
clarithromycin7,azithromycin6,0.74 (0.41-1.05),0.68 (0.35-1.06)
clarithromycin7,cephalexin12,0.74 (0.41-1.05),0.57 (0.30-0.84)
clarithromycin7,clindamycin9,0.74 (0.41-1.05),0.28 (0.13-0.49)
clarithromycin7,azithromycin5,0.74 (0.41-1.05),0.68 (0.35-1.06)
clarithromycin7,amoxicillin13,0.74 (0.41-1.05),0.74 (0.39-1.15)
clarithromycin7,ciprofloxacin5,0.74 (0.41-1.05),0.77 (0.42-1.10)
clarithromycin7,cefuroxime13,0.74 (0.41-1.05),0.34 (0.16-0.60)
clarithromycin7,cloxacillin6,0.74 (0.41-1.05),0.76 (0.40-1.24)
clarithromycin7,cloxacillin10,0.74 (0.41-1.05),0.61 (0.31-1.09)
clarithromycin7,clindamycin11,0.74 (0.41-1.05),0.25 (0.11-0.45)
clarithromycin7,cloxacillin5,0.74 (0.41-1.05),0.77 (0.40-1.25)
clarithromycin7,cephalexin13,0.74 (0.41-1.05),0.54 (0.29-0.80)
clarithromycin7,cefuroxime14,0.74 (0.41-1.05),0.32 (0.15-0.57)
clarithromycin7,clindamycin14,0.74 (0.41-1.05),0.22 (0.10-0.40)
clarithromycin7,amoxicillin14,0.74 (0.41-1.05),0.72 (0.38-1.13)
clarithromycin7,ciprofloxacin6,0.74 (0.41-1.05),0.76 (0.42-1.09)
clarithromycin7,cloxacillin9,0.74 (0.41-1.05),0.63 (0.32-1.12)
clarithromycin7,cloxacillin7,0.74 (0.41-1.05),0.69 (0.36-1.17)
clarithromycin7,cloxacillin11,0.74 (0.41-1.05),0.59 (0.29-1.07)
clarithromycin7,clindamycin12,0.74 (0.41-1.05),0.24 (0.11-0.43)
clarithromycin7,clindamycin13,0.74 (0.41-1.05),0.23 (0.10-0.42)
clarithromycin7,cloxacillin8,0.74 (0.41-1.05),0.66 (0.34-1.14)
clarithromycin8,cefixime14,0.77 (0.41-1.12),0.18 (0.07-0.38)
clarithromycin8,cefprozil5,0.77 (0.41-1.12),0.79 (0.37-1.43)
clarithromycin8,cefprozil10,0.77 (0.41-1.12),0.64 (0.27-1.27)
clarithromycin8,cefixime11,0.77 (0.41-1.12),0.22 (0.09-0.45)
clarithromycin8,cefprozil8,0.77 (0.41-1.12),0.69 (0.29-1.34)
clarithromycin8,cefprozil9,0.77 (0.41-1.12),0.66 (0.28-1.31)
clarithromycin8,cefixime13,0.77 (0.41-1.12),0.19 (0.07-0.40)
clarithromycin8,moxifloxacin8,0.77 (0.41-1.12),0.36 (0.20-0.54)
clarithromycin8,cefprozil11,0.77 (0.41-1.12),0.62 (0.26-1.26)
clarithromycin8,cefixime12,0.77 (0.41-1.12),0.21 (0.08-0.42)
clarithromycin8,cefprozil6,0.77 (0.41-1.12),0.78 (0.36-1.42)
clarithromycin8,clarithromycin9,0.77 (0.41-1.12),0.97 (0.94-1.00)
clarithromycin8,ciprofloxacin7,0.77 (0.41-1.12),0.72 (0.38-1.07)
clarithromycin8,moxifloxacin9,0.77 (0.41-1.12),0.33 (0.18-0.50)
clarithromycin8,levofloxacin7,0.77 (0.41-1.12),0.88 (0.45-1.42)
clarithromycin8,cefprozil13,0.77 (0.41-1.12),0.59 (0.24-1.21)
clarithromycin8,ciprofloxacin10,0.77 (0.41-1.12),0.64 (0.33-0.96)
clarithromycin8,levofloxacin6,0.77 (0.41-1.12),0.95 (0.50-1.50)
clarithromycin8,cefprozil12,0.77 (0.41-1.12),0.60 (0.25-1.24)
clarithromycin8,ciprofloxacin9,0.77 (0.41-1.12),0.66 (0.35-0.99)
clarithromycin8,cefprozil7,0.77 (0.41-1.12),0.72 (0.31-1.37)
clarithromycin8,clarithromycin10,0.77 (0.41-1.12),0.94 (0.89-1.00)
clarithromycin8,ciprofloxacin8,0.77 (0.41-1.12),0.69 (0.36-1.03)
clarithromycin8,moxifloxacin10,0.77 (0.41-1.12),0.30 (0.17-0.46)
clarithromycin8,levofloxacin8,0.77 (0.41-1.12),0.84 (0.43-1.37)
clarithromycin8,cefprozil14,0.77 (0.41-1.12),0.57 (0.23-1.17)
clarithromycin8,ciprofloxacin11,0.77 (0.41-1.12),0.62 (0.32-0.93)
clarithromycin8,moxifloxacin13,0.77 (0.41-1.12),0.24 (0.13-0.37)
clarithromycin8,clarithromycin12,0.77 (0.41-1.12),0.89 (0.79-1.00)
clarithromycin8,cefuroxime7,0.77 (0.41-1.12),0.55 (0.27-0.91)
clarithromycin8,moxifloxacin12,0.77 (0.41-1.12),0.26 (0.14-0.39)
clarithromycin8,clarithromycin11,0.77 (0.41-1.12),0.92 (0.84-1.00)
clarithromycin8,cefuroxime6,0.77 (0.41-1.12),0.65 (0.33-1.05)
clarithromycin8,moxifloxacin11,0.77 (0.41-1.12),0.28 (0.15-0.42)
clarithromycin8,levofloxacin9,0.77 (0.41-1.12),0.80 (0.41-1.32)
clarithromycin8,cefuroxime5,0.77 (0.41-1.12),0.67 (0.34-1.09)
clarithromycin8,ciprofloxacin12,0.77 (0.41-1.12),0.60 (0.31-0.91)
clarithromycin8,moxifloxacin14,0.77 (0.41-1.12),0.23 (0.12-0.34)
clarithromycin8,clarithromycin13,0.77 (0.41-1.12),0.87 (0.75-1.00)
clarithromycin8,cefuroxime8,0.77 (0.41-1.12),0.51 (0.25-0.85)
clarithromycin8,clarithromycin5,0.77 (0.41-1.12),1.10 (0.98-1.22)
clarithromycin8,levofloxacin11,0.77 (0.41-1.12),0.74 (0.38-1.25)
clarithromycin8,clindamycin6,0.77 (0.41-1.12),0.40 (0.19-0.67)
clarithromycin8,ciprofloxacin14,0.77 (0.41-1.12),0.56 (0.29-0.86)
clarithromycin8,levofloxacin10,0.77 (0.41-1.12),0.77 (0.39-1.28)
clarithromycin8,clindamycin5,0.77 (0.41-1.12),0.40 (0.19-0.67)
clarithromycin8,ciprofloxacin13,0.77 (0.41-1.12),0.58 (0.30-0.88)
clarithromycin8,nitrofurantoin5,0.77 (0.41-1.12),1.36 (0.74-2.16)
clarithromycin8,clarithromycin14,0.77 (0.41-1.12),0.85 (0.72-1.00)
clarithromycin8,cefuroxime9,0.77 (0.41-1.12),0.47 (0.22-0.79)
clarithromycin8,clarithromycin6,0.77 (0.41-1.12),1.09 (0.97-1.19)
clarithromycin8,levofloxacin12,0.77 (0.41-1.12),0.71 (0.36-1.21)
clarithromycin8,clindamycin7,0.77 (0.41-1.12),0.34 (0.15-0.58)
clarithromycin8,cefuroxime12,0.77 (0.41-1.12),0.38 (0.17-0.65)
clarithromycin8,nitrofurantoin7,0.77 (0.41-1.12),1.36 (0.73-2.18)
clarithromycin8,moxifloxacin5,0.77 (0.41-1.12),0.50 (0.27-0.74)
clarithromycin8,cefuroxime11,0.77 (0.41-1.12),0.40 (0.19-0.69)
clarithromycin8,nitrofurantoin6,0.77 (0.41-1.12),1.36 (0.73-2.14)
clarithromycin8,levofloxacin14,0.77 (0.41-1.12),0.66 (0.33-1.16)
clarithromycin8,cefuroxime10,0.77 (0.41-1.12),0.43 (0.20-0.73)
clarithromycin8,clarithromycin7,0.77 (0.41-1.12),1.03 (1.00-1.07)
clarithromycin8,levofloxacin13,0.77 (0.41-1.12),0.69 (0.35-1.17)
clarithromycin8,clindamycin8,0.77 (0.41-1.12),0.31 (0.14-0.54)
clarithromycin8,cefuroxime13,0.77 (0.41-1.12),0.35 (0.16-0.62)
clarithromycin8,nitrofurantoin8,0.77 (0.41-1.12),1.35 (0.72-2.18)
clarithromycin8,moxifloxacin6,0.77 (0.41-1.12),0.49 (0.26-0.72)
clarithromycin8,cotrimoxazole14,0.77 (0.41-1.12),0.80 (0.42-1.27)
clarithromycin8,cloxacillin12,0.77 (0.41-1.12),0.59 (0.29-1.10)
clarithromycin8,nitrofurantoin11,0.77 (0.41-1.12),1.34 (0.70-2.18)
clarithromycin8,clindamycin10,0.77 (0.41-1.12),0.27 (0.12-0.49)
clarithromycin8,clarithromycin8,0.77 (0.41-1.12),1.00 (1.00-1.00)
clarithromycin8,nitrofurantoin10,0.77 (0.41-1.12),1.34 (0.71-2.18)
clarithromycin8,clindamycin9,0.77 (0.41-1.12),0.29 (0.13-0.52)
clarithromycin8,cefuroxime14,0.77 (0.41-1.12),0.33 (0.15-0.59)
clarithromycin8,nitrofurantoin9,0.77 (0.41-1.12),1.35 (0.71-2.19)
clarithromycin8,moxifloxacin7,0.77 (0.41-1.12),0.40 (0.22-0.60)
clarithromycin8,levofloxacin5,0.77 (0.41-1.12),0.97 (0.50-1.52)
clarithromycin8,cloxacillin13,0.77 (0.41-1.12),0.57 (0.27-1.08)
clarithromycin8,nitrofurantoin12,0.77 (0.41-1.12),1.33 (0.69-2.18)
clarithromycin8,clindamycin11,0.77 (0.41-1.12),0.26 (0.11-0.47)
clarithromycin8,none,0.77 (0.41-1.12),1.36 (0.72-2.01)
clarithromycin8,cotrimoxazole6,0.77 (0.41-1.12),0.96 (0.51-1.45)
clarithromycin8,tetracycline14,0.77 (0.41-1.12),1.49 (0.98-2.52)
